id,title,url,orig_caption,gen_caption,orig_sentiment,gen_sentiment,object_counts
826,Netanyahu asserts ‘majority will’ as Israel passes controversial law to select judges,https://www.hindustantimes.com/world-news/netanyahu-asserts-majority-will-as-israel-passes-controversial-law-to-select-judges-101743064287239.html,Israel's Prime Minister Benjamin Netanyahu said the tyranny of the small minority will not overcome the will of the great majority.(AFP),netanyese netanyese netanyese netanyese netanyese netanyese netany,"{'label': 'NEGATIVE', 'score': 0.9995898604393005}","{'label': 'NEGATIVE', 'score': 0.7506375312805176}","{'person': 1, 'tie': 1}"
827,Tourist submarine sinks off Egypt’s Red Sea coast; 6 dead | What we know so far,https://www.hindustantimes.com/world-news/tourist-submarine-sinks-off-egypt-s-red-sea-coast-dead-injured-russians-oceansgate-101743078548535.html,"People walk next to an Egyptian police vehicle in front of the hospital where the bodies of foreigners who were killed when a tourist submarine sank off Egypt's Red Sea resort city of Hurghada are kept in Hurghada, Egypt, March 27, 2025.(Reuters)",a man riding a skateboard down a sidewalk,"{'label': 'NEGATIVE', 'score': 0.9720093607902527}","{'label': 'NEGATIVE', 'score': 0.9495202898979187}","{'car': 3, 'person': 2, 'truck': 1, 'bench': 1}"
828,Lawyer for Turkish student at Tufts University detained by feds calls for government to produce her,https://www.hindustantimes.com/world-news/lawyer-for-turkish-student-at-tufts-university-detained-by-feds-calls-for-government-to-produce-her-101743082380187.html,Lawyer for Turkish student at Tufts University detained by feds calls for government to produce her,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9919925928115845}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
830,Foreign Office denies reports about deployment of Chinese military in Pakistan to protect its citizens,https://www.hindustantimes.com/world-news/foreign-office-denies-reports-about-deployment-of-chinese-military-in-pakistan-to-protect-its-citizens-101743090023045.html,Foreign Office denies reports about deployment of Chinese military in Pakistan to protect its citizens,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9767197370529175}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
831,Turkish student is latest Palestinian supporter detained under Trump's crackdown,https://www.hindustantimes.com/world-news/us-news/turkish-student-is-latest-palestinian-supporter-detained-under-trumps-crackdown-101743095036530.html,"Hundreds of people gather in Somerville, Mass. to demand the release of Rumeysa Ozturk, a Turkish student at Tufts University, who was arrested by federal agents Tuesday night.(AP Photo/Michael Casey)",a crowd of people holding signs and signs,"{'label': 'POSITIVE', 'score': 0.9157463312149048}","{'label': 'POSITIVE', 'score': 0.9163728356361389}",{'person': 9}
832,US judge orders Trump admin to save 'Signalgate' chat,https://www.hindustantimes.com/world-news/us-news/us-judge-orders-trump-admin-to-save-signalgate-chat-101743114085356.html,US President Donald Trump (Reuters),a man in a suit and tie is speaking into a microphone,"{'label': 'POSITIVE', 'score': 0.817928671836853}","{'label': 'NEGATIVE', 'score': 0.8685503005981445}","{'person': 1, 'tie': 1}"
833,Marco Rubio says stripped US visas from 300 ‘lunatics’ over university protests,https://www.hindustantimes.com/world-news/us-news/marco-rubio-says-stripped-us-visas-from-300-lunatics-over-university-protests-101743116168369.html,US Secretary of State Marco Rubio (AFP),a man in a suit and tie speaking into a microphone,"{'label': 'POSITIVE', 'score': 0.9902991056442261}","{'label': 'NEGATIVE', 'score': 0.9266009330749512}","{'person': 1, 'tie': 1}"
834,Houthis Weakened but Not Broken by First Round of Trump Strikes,https://www.hindustantimes.com/world-news/houthis-weakened-but-not-broken-by-first-round-of-trump-strikes-101743132061939.html,Houthis Weakened but Not Broken by First Round of Trump Strikes,a fire is seen from the roof of a building in the city,"{'label': 'POSITIVE', 'score': 0.8175768256187439}","{'label': 'NEGATIVE', 'score': 0.9720689654350281}",{}
835,Lebanon and Syria sign agreement on border demarcation and easing tensions,https://www.hindustantimes.com/world-news/lebanon-and-syria-sign-agreement-on-border-demarcation-and-easing-tensions-101743147489963.html,Lebanon and Syria sign agreement on border demarcation and easing tensions,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.9744555950164795}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
836,Trump administration mulls blocking foreign students with ‘pro-Hamas’ views from colleges: Report,https://www.hindustantimes.com/world-news/us-news/trump-administration-mulls-blocking-foreign-students-with-pro-hamas-views-from-colleges-report-101743128592131.html,"Students at Columbia University paint a response to a message written by Palestinians in Rafah thanking students for their support as they continue to maintain a protest encampment on campus in support of Palestinians, during the ongoing conflict between Israel and the Palestinian Islamist group Hamas, in New York City, U.S., April 28, 2024. (REUTERS FILE)",a group of people sitting on a blanket,"{'label': 'POSITIVE', 'score': 0.8444315195083618}","{'label': 'NEGATIVE', 'score': 0.969619631767273}","{'person': 8, 'bottle': 1, 'cup': 1, 'cake': 1, 'bowl': 1}"
837,"Trump hosts Iftar dinner at White House, vows support for Muslims",https://www.hindustantimes.com/world-news/trump-hosts-iftar-dinner-at-white-house-vows-support-for-muslims-101743148621790.html,President Donald Trump attends the White House Iftar dinner in the State Dining Room.(AP),trump and his family at the white house,"{'label': 'POSITIVE', 'score': 0.9678664803504944}","{'label': 'POSITIVE', 'score': 0.9982972741127014}","{'person': 9, 'chair': 3, 'tie': 2, 'cup': 2, 'wine glass': 1, 'dining table': 1}"
838,Lebanese President Aoun in Paris as tensions mount with Israel,https://www.hindustantimes.com/world-news/lebanese-president-aoun-in-paris-as-tensions-mount-with-israel-101743157657573.html,Lebanese President Aoun in Paris as tensions mount with Israel,a street scene with a cafe and a bicycle,"{'label': 'POSITIVE', 'score': 0.6931965947151184}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
839,Key events in Israel's conflict with Hezbollah in Lebanon,https://www.hindustantimes.com/world-news/key-events-in-israel-s-conflict-with-hezbollah-in-lebanon-101743166582720.html,Key events in Israel's conflict with Hezbollah in Lebanon,travel concept with famous landmarks and famous monuments of the world,"{'label': 'POSITIVE', 'score': 0.8082377314567566}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
840,Middle East latest: Israel strikes Beirut for first time since ceasefire with Hezbollah,https://www.hindustantimes.com/world-news/middle-east-latest-israel-strikes-beirut-for-first-time-since-ceasefire-with-hezbollah-101743167376630.html,Middle East latest: Israel strikes Beirut for first time since ceasefire with Hezbollah,a group of people walking around a city,"{'label': 'POSITIVE', 'score': 0.6754100918769836}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
841,At a glance: Who has been detained or deported in a US crackdown on pro-Palestinian protesters,https://www.hindustantimes.com/world-news/us-news/at-a-glance-who-has-been-detained-or-deported-in-a-us-crackdown-on-pro-palestinian-protesters-101743174111899.html,At a glance: Who has been detained or deported in a US crackdown on pro-Palestinian protesters,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.6779425740242004}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
842,Israeli settlers seen on camera assaulting a Palestinian village. Police arrest only Palestinians,https://www.hindustantimes.com/world-news/israeli-settlers-seen-on-camera-assaulting-a-palestinian-village-police-arrest-only-palestinians-101743203580690.html,Israeli settlers seen on camera assaulting a Palestinian village. Police arrest only Palestinians,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.987236499786377}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
843,Elon Musk's X back up after brief outage in the US,https://www.hindustantimes.com/world-news/us-news/elon-musks-x-back-up-after-brief-outage-in-the-us-101743193200969.html,Social media platform X faced a brief outage targeting its US users on Friday(AFP),elon ceo and ceo of x,"{'label': 'NEGATIVE', 'score': 0.9989614486694336}","{'label': 'POSITIVE', 'score': 0.9959917664527893}","{'person': 1, 'tie': 1}"
844,Academy apologizes after stars say it 'failed to defend' Palestinian filmmaker,https://www.hindustantimes.com/world-news/academy-apologizes-after-stars-say-it-failed-to-defend-palestinian-filmmaker-101743206013047.html,Academy apologizes after stars say it 'failed to defend' Palestinian filmmaker,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9996194839477539}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
845,"Amid tussle with Trump administration, Columbia university's interim president Katrina Armstrong steps down",https://www.hindustantimes.com/world-news/us-news/amid-tussle-with-trump-administration-columbia-universitys-interim-president-katrina-armstrong-steps-down-101743207719381.html,Katrina Armstrong will return to her role as the lead of Columbia University's Irving Medical Centre. (LinkedIn),a woman with curly hair and a black shirt,"{'label': 'POSITIVE', 'score': 0.9896906614303589}","{'label': 'POSITIVE', 'score': 0.9402068257331848}",{'person': 1}
846,"‘We give visa for studies, not for you to become social activists’: US on revoking visa of Turkish student",https://www.hindustantimes.com/world-news/us-news/us-visa-revocation-students-turkish-rumeysa-ozturk-visa-revoked-marco-rubio-social-activists-101743213941785.html,US Secretary of State Marco Rubio speaks during a press conference.(AFP),a man in a suit and tie speaking into a microphone,"{'label': 'POSITIVE', 'score': 0.9913061261177063}","{'label': 'NEGATIVE', 'score': 0.9266009330749512}","{'person': 1, 'tie': 1}"
847,New US strikes against Houthi rebels kill at least 1 in Yemen,https://www.hindustantimes.com/world-news/us-news/new-us-strikes-against-houthi-rebels-kill-at-least-1-in-yemen-101743230500644.html,New US strikes against Houthi rebels kill at least 1 in Yemen,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.990664005279541}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
848,Hamas agrees to new Gaza ceasefire proposal: ‘Hope Israel won’t undermine it',https://www.hindustantimes.com/world-news/hamas-agrees-to-new-gaza-ceasefire-proposal-hope-israel-won-t-undermine-it-101743277779352.html,Hamas had agreed to the new Gaza ceasefire proposal (Bloomberg),a crowd of people holding signs and banners,"{'label': 'NEGATIVE', 'score': 0.9353694319725037}","{'label': 'POSITIVE', 'score': 0.974722146987915}",{'person': 19}
849,Israel sends counter-proposal on Gaza truce as Rafah ground operations continue,https://www.hindustantimes.com/world-news/israel-sends-counter-proposal-on-gaza-truce-as-rafah-ground-operations-continue-101743278972154.html,Israel has offered a counter proposal in the Gaza ceasefire deal (AP),a crowd of people holding flags and signs,"{'label': 'NEGATIVE', 'score': 0.9649214148521423}","{'label': 'POSITIVE', 'score': 0.9860498309135437}","{'person': 7, 'kite': 1}"
851,Gaza's bakeries could shut down within a week under Israel's blockade of all food and supplies,https://www.hindustantimes.com/world-news/gazas-bakeries-could-shut-down-within-a-week-under-israel-s-blockade-of-all-food-and-supplies-101743311236085.html,Gaza's bakeries could shut down within a week under Israel's blockade of all food and supplies,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.9991482496261597}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
852,"US F-1 visa holders in shock over sudden revocation notices, students panic",https://www.hindustantimes.com/world-news/us-f-1-visa-holders-in-shock-over-sudden-revocation-notices-for-anti-national-posts-indian-students-panic-101743309676757.html,Students from Columbia University arrive at the Manhattan federal court prior to the deportation case of Mahmoud Khalil in New York.(AP),a crowd of people walking down a sidewalk,"{'label': 'NEGATIVE', 'score': 0.9732701778411865}","{'label': 'POSITIVE', 'score': 0.9803594350814819}","{'person': 15, 'umbrella': 2, 'tie': 1, 'handbag': 1}"
853,"Hamas says it accepts new Gaza ceasefire proposal, Israel makes ‘counter-offer’",https://www.hindustantimes.com/world-news/hamas-says-it-accepts-new-gaza-ceasefire-proposal-israel-makes-counteroffer-101743332128387.html,"Supporters of Israeli hostages kidnapped during the October 7, 2023 attack on Israel by Hamas, take part in a protest against Israeli government and its head Prime Minister Benjamin Netanyahu and to demand the release of all hostages, in Tel Aviv, Israel.(Reuters)",a large crowd of people,"{'label': 'NEGATIVE', 'score': 0.9259555339813232}","{'label': 'POSITIVE', 'score': 0.9994445443153381}",{}
854,Iran has rejected direct negotiations with the US in response to Trump's letter,https://www.hindustantimes.com/world-news/us-news/iran-has-rejected-direct-negotiations-with-the-us-in-response-to-trump-s-letter-101743332599867.html,Iran has rejected direct negotiations with the US in response to Trump's letter,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9796789884567261}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
855,Israeli PM Netanyahu vows to pressure Hamas after ceasefire proposal,https://www.hindustantimes.com/world-news/israeli-pm-netanyahu-vows-to-pressure-hamas-after-ceasefire-proposal-101743333994199.html,Israeli PM Netanyahu vows to pressure Hamas after ceasefire proposal,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9721155762672424}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
856,Iran rejects direct talks with US on nuclear program after Trump’s letter,https://www.hindustantimes.com/world-news/iran-rejects-direct-talks-with-us-on-nuclear-program-after-trump-s-letter-101743338447575.html,"Iranian presidency shows the Islamic republic's President Masoud Pezeshkian during the annual address to the nation for Nowruz, the Persian New Year, in Tehran on March 20, 2025.(AFP)",a man in a suit and tie sitting in a chair,"{'label': 'POSITIVE', 'score': 0.9953464865684509}","{'label': 'POSITIVE', 'score': 0.9034292697906494}","{'person': 1, 'laptop': 1}"
857,X down: Massive outage hits Musk-led platform amid Ghibli trend,https://www.hindustantimes.com/world-news/x-twitter-down-massive-outage-hits-musk-led-platform-amid-ghibli-trend-these-areas-most-affected-101743345917356.html,"X, platform formerly known as Twitter, was down on Sunday(AFP FILE )",a man in a suit holding a cell phone,"{'label': 'NEGATIVE', 'score': 0.9993390440940857}","{'label': 'NEGATIVE', 'score': 0.933786153793335}",{'person': 1}
858,Minnesota officials seek answers in case of graduate student detained by ICE,https://www.hindustantimes.com/world-news/minnesota-officials-seek-answers-in-case-of-graduate-student-detained-by-ice-101743353293721.html,Minnesota officials seek answers in case of graduate student detained by ICE,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9814274907112122}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
859,Gaza rescuers say recovered 15 bodies after Israel fire on ambulances,https://www.hindustantimes.com/world-news/gaza-rescuers-say-recovered-15-bodies-after-israel-fire-on-ambulances-101743359357408.html,Gaza rescuers say recovered 15 bodies after Israel fire on ambulances,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.8581895232200623}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
860,"‘Eid of sadness’: Palestinian Muslims bear war, hunger and displacement in Gaza",https://www.hindustantimes.com/world-news/eid-of-sadness-palestinian-muslims-bear-war-hunger-and-displacement-in-gaza-101743368164788.html,A Palestinian child collects food dropped on a street in Gaza City during Eid(AFP),a boy is kneeling on the ground in front of a pile of garbage,"{'label': 'NEGATIVE', 'score': 0.9858302474021912}","{'label': 'NEGATIVE', 'score': 0.9992690682411194}","{'person': 1, 'skateboard': 1}"
861,Inside Israel’s Military Operation in a West Bank Refugee Camp,https://www.hindustantimes.com/world-news/inside-israel-s-military-operation-in-a-west-bank-refugee-camp-101743391105821.html,Inside Israel’s Military Operation in a West Bank Refugee Camp,a destroyed building in the old city of aleppo,"{'label': 'NEGATIVE', 'score': 0.9426898956298828}","{'label': 'NEGATIVE', 'score': 0.9995286464691162}",{}
862,Netanyahu defies SC order to appoint ex-Navy commander Eli Sharvit as next ISA director,https://www.hindustantimes.com/world-news/benjamin-netanyahu-defies-sc-order-to-appoint-ex-navy-commander-eli-sharvit-as-next-isa-director-101743399236897.html,Israel PM Netanyahu insisted it was up to his government to decide who heads the domestic security agency.(AFP/ Ohad Zwigenberg ),netis says he ' s ' not a ' political ',"{'label': 'NEGATIVE', 'score': 0.9876548647880554}","{'label': 'NEGATIVE', 'score': 0.9994602799415588}","{'person': 1, 'tie': 1}"
863,Israeli military orders evacuation of most of Gaza's southern city of Rafah,https://www.hindustantimes.com/world-news/israeli-military-orders-evacuation-of-most-of-gaza-s-southern-city-of-rafah-101743406276978.html,Israeli military orders evacuation of most of Gaza's southern city of Rafah,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.9913889765739441}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
864,Israeli military orders evacuation of most of Gaza's Rafah city,https://www.hindustantimes.com/world-news/israeli-military-orders-evacuation-of-most-of-gazas-rafah-city-101743407880595.html,"Displaced Palestinians, who fled from Rafah amidst ongoing Israeli military operations following Israel's renewed offensive in the Gaza Strip, arrived in Khan Younis, Gaza, on March 23, 2025.(File/AP)",a large group of people walking down a dirt road,"{'label': 'POSITIVE', 'score': 0.9808870553970337}","{'label': 'NEGATIVE', 'score': 0.9737973809242249}","{'person': 21, 'backpack': 1}"
865,"ICE detains University of Minnesota international student, leaving campus peers in fear. All we know",https://www.hindustantimes.com/world-news/us-news/ice-detains-university-of-minnesota-international-student-leaving-campus-peers-in-fear-all-we-know-101743407723525.html,"Members of the Graduate Labor Union-United Electrical, Radio and Machine Workers of America (GLU-UE) rally outside the Paul D. Wellstone Federal Building during a protest held after the University of Minnesota said an international graduate student was detained by U.S. Immigration and Customs Enforcement (ICE) agents, in Minneapolis, Minnesota, U.S. March 29, 2025. (REUTERS/Tim Evans)(REUTERS)",a group of people holding signs,"{'label': 'NEGATIVE', 'score': 0.9916089177131653}","{'label': 'NEGATIVE', 'score': 0.515108048915863}","{'person': 18, 'tie': 1}"
866,"Visas of 300 international students revoked, more expected: Trump admin",https://www.hindustantimes.com/world-news/visas-of-300-international-students-revoked-more-expected-says-trump-admin-indian-students-panic-101743406626084.html,"Georgetown University students hold pictures of people killed in Gaza, rally in support of Badar Khan Suri, a Georgetown University professor, demanding his release from a deportation process over his views on the Gaza war.(AP Photo)",a man in a suit and tie,"{'label': 'NEGATIVE', 'score': 0.9848361611366272}","{'label': 'POSITIVE', 'score': 0.9932228326797485}","{'person': 18, 'backpack': 3}"
867,Brazil's coffee farmers turn to costly irrigation to quench global demand for the brew,https://www.hindustantimes.com/world-news/brazils-coffee-farmers-turn-to-costly-irrigation-to-quench-global-demand-for-the-brew-101743415279942.html,Brazil's coffee farmers turn to costly irrigation to quench global demand for the brew,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9958384037017822}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
868,"Uproar as Tim Walz's daughter rejects Grad school offer amid Trump crackdown, calls herself ‘Privileged white woman’",https://www.hindustantimes.com/world-news/us-news/uproar-as-tim-walzs-daughter-rejects-grad-school-offer-amid-trump-crackdown-on-protesors-privileged-white-woman-101743421062314.html,Hope Walz with her dad Tim Walz(Reuters),a woman hugging a man on the set of the daily show,"{'label': 'POSITIVE', 'score': 0.8037413358688354}","{'label': 'NEGATIVE', 'score': 0.8753806352615356}",{'person': 2}
869,UAE sentences killers of Israeli rabbi to death,https://www.hindustantimes.com/world-news/uae-sentences-killers-of-israeli-rabbi-to-death-101743433137291.html,UAE sentences killers of Israeli rabbi to death,travel concept with famous landmarks and famous monuments of the world,"{'label': 'NEGATIVE', 'score': 0.9861578941345215}","{'label': 'POSITIVE', 'score': 0.9997450709342957}","{'airplane': 2, 'person': 1}"
870,Israel orders Rafah evacuations amid renewed military offensive against Hamas,https://www.hindustantimes.com/world-news/israel-orders-rafah-evacuations-amid-renewed-military-offensive-against-hamas-101743432177030.html,"Palestinians set out to Khan Yunis with their belongings, from Rafah's Tel al-Sultan area (AFP)",a group of people riding a donkey down a dirt road,"{'label': 'NEGATIVE', 'score': 0.8827073574066162}","{'label': 'NEGATIVE', 'score': 0.9890108704566956}","{'person': 9, 'cell phone': 1}"
871,Hamas hand over two Israeli hostages in southern Gaza,https://www.hindustantimes.com/world-news/hamas-hand-over-two-israeli-hostages-in-southern-gaza-101738392784721.html,Hamas hand over two Israeli hostages in southern Gaza,"times square, new york, ny","{'label': 'NEGATIVE', 'score': 0.9520517587661743}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
872,Ukraine issues nationwide alert as air force warns of missile and drone threat,https://www.hindustantimes.com/world-news/ukraine-issues-nationwide-alert-as-air-force-warns-of-missile-and-drone-threat-101738389023902.html,Debris is scattered across the road at the site of a Russian strike on Ukraine(via REUTERS),a car is parked on the side of the road,"{'label': 'NEGATIVE', 'score': 0.9993270635604858}","{'label': 'POSITIVE', 'score': 0.7813352346420288}","{'car': 2, 'person': 3, 'truck': 1}"
873,Middle East latest: 2 freed hostages are back in Israel,https://www.hindustantimes.com/world-news/middle-east-latest-2-freed-hostages-are-back-in-israel-101738394544706.html,Middle East latest: 2 freed hostages are back in Israel,a street scene with a cafe and a bicycle,"{'label': 'NEGATIVE', 'score': 0.6355192065238953}","{'label': 'POSITIVE', 'score': 0.9897415637969971}","{'bicycle': 1, 'person': 3, 'chair': 7, 'dining table': 2}"
874,"Two Israeli hostages released, third expected soon in Gaza exchange",https://www.hindustantimes.com/world-news/two-israeli-hostages-released-third-expected-soon-in-gaza-exchange-101738394561051.html,"A crowd surrounds Red Cross cars as they arrive at the site for the handover of Thai and Israeli hostages in Khan Younis, southern Gaza Strip, Thursday, Jan. 30, 2025. (File image)(AP)",a crowd of people,"{'label': 'POSITIVE', 'score': 0.9427765607833862}","{'label': 'POSITIVE', 'score': 0.9995494484901428}","{'car': 2, 'person': 11}"
875,Israel to free 183 prisoners today in fourth hostage exchange,https://www.hindustantimes.com/world-news/israel-to-free-183-prisoners-today-in-fourth-hostage-exchange-101738395367102.html,"Three additional Israeli hostages and five Thai detainees were released by Hamas on Thursday, marking the third such release since a truce in the Gaza Strip was established earlier this month. An further 110 Palestinian detainees were anticipated to be released by Israel.(REUTERS/Mahmoud Issa)",a crowd of people,"{'label': 'NEGATIVE', 'score': 0.821653425693512}","{'label': 'POSITIVE', 'score': 0.9995494484901428}","{'person': 12, 'car': 4}"
876,India-Israel Maitri Project kicks off with visit of influencers from India,https://www.hindustantimes.com/world-news/indiaisrael-maitri-project-kicks-off-with-visit-of-influencers-from-india-101738395093034.html,Israeli ambassador Naor Gilon said the joint security drill with Indian security forces marks a significant milestone. (Representative Image),india and pakistan flags,"{'label': 'POSITIVE', 'score': 0.9991260170936584}","{'label': 'POSITIVE', 'score': 0.991171658039093}",{'clock': 1}
877,US President Donald Trump and Israel's PM Netanyahu to meet on Tuesday,https://www.hindustantimes.com/world-news/president-trump-and-israels-pm-netanyahu-to-meet-on-tuesday-101738396289479.html,Israel's Netanyahu and American President Trump will meet on Tuesday(REUTERS),two men in suits and ties holding a book,"{'label': 'POSITIVE', 'score': 0.9961334466934204}","{'label': 'POSITIVE', 'score': 0.7133482694625854}","{'person': 2, 'tie': 3, 'laptop': 1}"
878,Colombia offers to pay for 'dignified deportation' of its citizens from US,https://www.hindustantimes.com/world-news/colombia-offers-to-pay-for-dignified-deportation-of-its-citizens-from-us-101738395847701.html,"US President Donald Trump revealed plans to impose tariffs of 25% on Colombian goods, which would increase to 50% within a week.(AFP)",president trump in the oval room of the white house,"{'label': 'NEGATIVE', 'score': 0.8951426148414612}","{'label': 'POSITIVE', 'score': 0.9490784406661987}","{'tie': 1, 'person': 2, 'chair': 2, 'laptop': 1, 'cup': 1, 'bottle': 1}"
879,Israel President Isaac Herzog welcomes three hostages from Gaza: ‘Finally home’,https://www.hindustantimes.com/world-news/israel-president-isaac-herzog-welcomes-three-hostages-from-gaza-finally-home-101738407354198.html,"Following the rescue of three hostages who were held captive in Gaza—Keith Siegel, Ofer Kalderon, and Yadden Bibas—Israel President Isaac Herzog welcomed them home and expressed relief.(AFP/AHMAD GHARABLI )",a man in a red and green hat,"{'label': 'POSITIVE', 'score': 0.9996751546859741}","{'label': 'POSITIVE', 'score': 0.9575721621513367}","{'person': 6, 'cell phone': 1}"
880,Sick and injured children cross from Gaza to Egypt for treatment,https://www.hindustantimes.com/world-news/sick-and-injured-children-cross-from-gaza-to-egypt-for-treatment-short-101738410369861.html,Representative image(AFP/Eyad Baba),a group of children around a fire,"{'label': 'POSITIVE', 'score': 0.9925635457038879}","{'label': 'NEGATIVE', 'score': 0.9406785368919373}","{'person': 9, 'dining table': 1}"
881,Keith Siegel: Emotional family of American hostage released by Hamas says ‘we can breathe’,https://www.hindustantimes.com/world-news/us-news/keith-siegel-emotional-family-of-american-hostage-released-by-hamas-says-we-can-breathe-101738415762469.html,"Released American-Israeli hostage, Keith Siegel, who was seized during the deadly October 7 2023 attack by Hamas, arrives at Sourasky Medical Center (Ichilov) for treatment following his release from Gaza, in Tel Aviv, Israel February 1, 2025. REUTERS/Ronen Zvulun(REUTERS)",a group of people standing around a helicopter,"{'label': 'NEGATIVE', 'score': 0.9273927807807922}","{'label': 'NEGATIVE', 'score': 0.8934136033058167}","{'person': 10, 'airplane': 1}"
882,Arab foreign ministers reject Trump call for transfer of Palestinians,https://www.hindustantimes.com/world-news/us-news/arab-foreign-ministers-reject-trump-call-for-transfer-of-palestinians-101738416163482.html,Arab foreign ministers reject Trump call for transfer of Palestinians,"times square, new york, ny","{'label': 'POSITIVE', 'score': 0.5882278680801392}","{'label': 'POSITIVE', 'score': 0.9985264539718628}","{'person': 10, 'traffic light': 2}"
883,Somalia airstrike: Trump says Biden wasn't 'quick enough' to order military action against Islamic State operatives,https://www.hindustantimes.com/world-news/us-news/trump-orders-airstrikes-on-islamic-state-in-somalia-says-biden-wasnt-quick-enough-101738433571479.html,Somalia airstrike: US President Donald Trump blamed Biden for deferring military action against the terror group. (File)(AFP),trump and bider in the oval room,"{'label': 'NEGATIVE', 'score': 0.9826969504356384}","{'label': 'POSITIVE', 'score': 0.9960546493530273}","{'person': 1, 'tie': 1}"
884,Who are the Palestinian prisoners released in exchange for Israeli hostages?,https://www.hindustantimes.com/world-news/who-are-the-palestinian-prisoners-released-in-exchange-for-israeli-hostages-101738440551771.html,Who are the Palestinian prisoners released in exchange for Israeli hostages?,a group of people walking around a city,"{'label': 'NEGATIVE', 'score': 0.996777355670929}","{'label': 'POSITIVE', 'score': 0.9978571534156799}","{'person': 12, 'backpack': 1}"
885,Iran test-fires anti-warship cruise missile that can ‘create hell’ for enemy warship,https://www.hindustantimes.com/world-news/iran-test-fires-anti-warship-cruise-missile-that-can-create-hell-for-enemy-warship-101738440235922.html,This handout photo provided by Iran's Revolutionary Guard Corps (IRGC) official website Sepah News shows a test launch during the unveiling of the Ghadr-380 naval cruise missile in an undisclosed location in Iran.(AFP),a missile is launched from a vehicle in the desert,"{'label': 'NEGATIVE', 'score': 0.9881579279899597}","{'label': 'NEGATIVE', 'score': 0.9358283281326294}",{'truck': 2}
886,Israeli PM Netanyahu to begin phase two of Gaza ceasefire negotiations in Washington,https://www.hindustantimes.com/world-news/netanyahu-to-begin-talks-on-2nd-phase-of-gaza-truce-101738445707154.html,"Israeli Prime Minister Benjamin Netanyahu addresses a joint meeting of Congress at the U.S. Capitol in Washington, U.S. (File image)(REUTERS)",a man in a suit and tie holding a microphone,"{'label': 'POSITIVE', 'score': 0.8951127529144287}","{'label': 'POSITIVE', 'score': 0.5866374373435974}","{'person': 3, 'cup': 1, 'tie': 2, 'dining table': 1}"
